product_name;category;shop_name;province;city;campaign_name;campaign_type;review_text;delivery_status
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item arrived damaged.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item arrived slightly damaged.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item broke after first use.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item came with missing parts.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item color slightly different from picture.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item does not function as advertised.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item feels cheap.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item feels solid and premium.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item fits as expected.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item fits perfectly.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is a little smaller than expected.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is cheap but acceptable.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is comfortable to use.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is fragile and broke easily.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is fragile, arrived broken.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is fragile, handle with care.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is not worth the price.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is okay for the cost.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is okay for the price.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is okay, nothing special.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is overpriced for the quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is perfect size.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is perfect, love it.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is smaller than expected.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item looks nice, okay quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item not as advertised.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item was missing accessories.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Material feels cheap, disappointed.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;No Review;Not Available
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not as described, misleading listing.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not durable, broke easily.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not satisfied, product broke quickly.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not worth buying, poor quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not worth the money.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Packaging was excellent.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Packaging was poor, box was damaged.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product arrived as advertised.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product exceeded expectations.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product exceeded my expectations.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is amazing quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is as expected.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is durable and sturdy.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is durable.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is elegant and classy.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is exactly as described.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is exactly as pictured.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is exactly what I needed.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is excellent.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is good for the price.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is heavy and solid.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is high quality and affordable.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is lightweight and durable.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is not authentic.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is of high quality and durable.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is okay, acceptable quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is perfect for daily use.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is perfect for gifting.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is reliable and durable.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is sturdy and reliable.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is stylish and practical.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is stylish and trendy.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is very good quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is worth buying.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is worth every penny.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product looks exactly like picture.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product looks exactly like the picture.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product looks good in person.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product quality is top-notch.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product quality is very good.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product stopped working after a week.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product works as described.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product works as expected.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product works fine, happy with it.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Quality could be better.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Received a defective item.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Received exactly what I ordered.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Received in good condition.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Received wrong item, had to return.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Seller was responsive and helpful.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Size does not fit as expected.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Size runs large, order smaller size.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very affordable and decent quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very cheap material, disappointed.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very cute design, looks great.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very good item, recommend seller.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very good product, love it.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very happy with quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very happy with seller communication.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very happy with the product.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very impressed with quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very nice design, looks premium.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very pleased with purchase.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very satisfied with the purchase.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very satisfied, excellent quality.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very satisfied, item as described.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Very satisfied, will buy again.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Will buy from this seller again.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Works as described, very happy.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Works exactly as described.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Works perfectly, no issues.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Works well, no complaints.;Delivered
Bluetooth Speaker;Electronics;ThongFamily;Samut Prakan;Samut Prakan;Songkran Sale;bundle;No Review;Not Available
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;10.10 Sale;flash-sale;Product is stylish and trendy.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;11.11 Sale;discount;Not satisfied, product broke quickly.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;11.11 Sale;flash-sale;Size does not fit as expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;12.12 Sale;discount;Item was missing accessories.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;12.12 Sale;flash-sale;Item fits as expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;12.12 Sale;flash-sale;Item is a little smaller than expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;12.12 Sale;flash-sale;Product is worth every penny.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;12.12 Sale;voucher;Very good item, recommend seller.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;9.9 Sale;voucher;Item is a little smaller than expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Battery life is as advertised.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Color differs from the pictures.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Colors are vibrant and true.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Disappointed with the material quality.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Easy return process, very satisfied.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Easy to use and setup.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Exceeded expectations, will order again.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Exceeded my expectations in every way.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Excellent customer service.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Excellent product, highly recommend!;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Fast response from seller.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Good packaging, arrived safely.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Good performance, worth the price.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Good value for money.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Great fit, very comfortable.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Great product, highly recommend.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Highly recommend this product.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Highly recommend this seller.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Highly recommended for this price.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Instructions were clear and helpful.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item arrived damaged, but seller replaced quickly.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item arrived damaged.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item arrived defective.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item arrived in perfect condition.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item arrived slightly damaged.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item broke after first use.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item came with missing parts.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item color slightly different from picture.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item does not function as advertised.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item does not match description.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item feels cheap.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item feels solid and premium.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item fits as expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item fits perfectly.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is a little smaller than expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is cheap but acceptable.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is comfortable to use.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is exactly as shown.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is fragile and broke easily.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is fragile, arrived broken.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is fragile, handle with care.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is not worth the price.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is okay for the cost.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is okay for the price.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is okay, nothing special.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is overpriced for the quality.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is perfect size.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is perfect, love it.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item is smaller than expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item looks nice, okay quality.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item not as advertised.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item not working properly.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item was missing accessories.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Item works perfectly.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Material feels cheap, disappointed.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;No Review;Not Available
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not as described, misleading listing.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not durable, broke easily.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not satisfied, product broke quickly.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not worth buying, poor quality.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Not worth the money.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Packaging was excellent.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Packaging was poor, box was damaged.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product arrived as advertised.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product exceeded my expectations.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product fits as expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is amazing quality.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is as expected.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is comfortable to wear.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is durable.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is elegant and classy.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is exactly as pictured.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is exactly what I needed.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is excellent.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is good for the price.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is good, but shipping slow.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is great value for money.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is heavy and solid.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is high quality and affordable.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is lightweight and durable.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is not authentic.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is of high quality and durable.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is okay, acceptable quality.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is perfect for daily use.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is perfect for gifting.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is reliable and durable.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is sturdy and reliable.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is sturdy.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is stylish and practical.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is very good quality.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is worth buying.;Delivered
Bluetooth Speaker;Electronics;ThongThongMongkol;Samut Prakan;Samut Prakan;No Campaign;No Campaign;Product is worth every penny.;Delivered
